title,logo,description,longitude,latitude
Pontedera &dash; Banca del Tempo Giratempo,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Giratempo.jpg?resize=150%2C150,,10.636359,43.662516
Borgo San Lorenzo &dash; Banca del Tempo nel Mugello &quote;Il Giardino delle Ore&quote;,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Borgo-San-Lorenzo.jpg?resize=150%2C150,alle ore 20.30 presso la sede in Piazza Dante 33,11.386111,43.956111
Prato &dash; Banca del Tempo &quote;Il Tempo in Banca&quote;,,Referente: <br>Angela Sassu<br>Telefono: <br>+39 057 458 31 12<br>E-mail: <br>iltempoinbanca@yahoo.itIndirizzo: 59100 Prato,11.102228,43.877705
Castelnuovo Val di Cecina &dash; Associazione &quote;Il Tempo Vola&quote;,,Referente: <br>Lorella Nardi<br>Telefono: <br>+39 058 863 146<br>E-mail:<br> lorella.nardi@inwind.it<br>Indirizzo: <br>56041 Castelnuovo Val di Cecina,10.905809,43.208242
San Miniato &dash; Banca del Tempo San Miniato,,Referente: <br>Vanna Profeti<br>Telefono: <br>+39 057 140 62 98<br>E-mail: <br>profetivanna@libero.it<br>Sito Internet: <br>www.comune.san-miniato.pi.it<br>Indirizzo: <br>56028 San Miniato,10.85512,43.682964
Pomarance &dash; Associazione &quote;Il Tempo Vola&quote;,,Referente: <br>Sabrina<br>Telefono: <br>+39 058 863 146<br>E-mail: <br>sabrinabss@hotmail.com<br>Indirizzo: <br>56045 Pomarance,10.872188,43.299041
Pistoia &dash; Banca del Tempo Pistoia,https://i0.wp.com/ www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Image_coming_soon.jpg?resize=150%2C150,,10.907901,43.949054
Terni &dash; Banca del Tempo Terni,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Terni.jpg?resize=450%2C150,,12.657451,42.564148
Marsciano &dash; Banca del Tempo Marsciano,,"Referente: <br>Marchetti Loretta<br>Telefono: <br>+39 346 705 12 14<br>E-mail: <br>bdtmarsciano@gmail.com<br>Sito Internet: <br>BancadelTempodiMarsciano<br>Indirizzo: <br>Via Trento 3, 06055 Marsciano",12.31917,42.95008
Foligno &dash; Banca del Tempo Diamoci Tempo,,"Via Guglielmo Oberdan 119, 06034 Foligno",12.708622,42.955631
Monopoli &dash; Banca del Tempo &quote;Le Contrade&quote;,,"Referente: <br>Mariella Bruno<br>Telefono: <br>+39 080 937 21 04<br>E-mail: <br>bdtmonopoli@le-contrade.itIndirizzo: Via Ricciotti 5, 70043 Monopoli",17.299822,40.953061
Locorotondo &dash; Banca del Tempo &quote;Le Contrade&quote;,,"Referente: <br>Raffaele De Mitri<br>Telefono: <br>+39 080 431 60 72<br>E-mail: <br>bdtlocorotondo@le-contrade.it<br>Indirizzo: <br>Via Sant&#8217;Elia 27, 70010 Locorotondo",17.32597,40.75732
Gioia del Colle &dash; Banca del Tempo &quote;Kairos&quote; &dash; Centro di ascolto &quote;Dal silenzio alla Parola&quote;,,"E-mail: <br>bancadeltempokairos@gmail.com<br>Indirizzo: <br>Via Sannazzano 15, 70023 Gioia del Colle",16.917806,40.798533
Trinitapoli &dash; Banca del Tempo &quote;Il Tempo stringe&quote;,,"Referente: <br>Mariella Montanaro<br>Telefono: <br>+39 088 336 36 20<br>E-mail: <br>montanaro@comune.trinitapoli.bt.itIndirizzo: Piazza Umberto I° 10, 76015 Trinitapoli ",16.08738,41.35894
Taranto &dash; Banca del Tempo &quote;Tempo del fare&quote;,,"Referente: <br>Nino Nastasi<br>E-mail: <br>tempodelfare@gmail.com<br>Sito Internet: <br>www.tempodelfare.it<br>Indirizzo: <br>Via Bari 10, 74121 Taranto",17.270352,40.465209
Ostuni &dash; Banca del Tempo Kairos Vivi il Tempo,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Ostuni.jpg?resize=150%2C150,"Via Eugenio Trinchera 39, 72017 Ostuni",17.576972,40.725596
Mesagne &dash; Banca del Tempo Mesagne,,"Referente: <br>Davide Coluccia<br>Telefono: <br>+39 328 141 74 93<br>E-mail: <br>bancadeltempomesagne@gmail.com<br>Indirizzo: <br>Via Sabotino 34, 72023 Mesagne",17.816968,40.563796
Maglie &dash; Banca del Tempo RivalutiAmo il Tempo (Progetto genitori),https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Maglie.jpg?resize=150%2C150,"Via Guido Rossa 13, c/o Asilo Nido, 73024 Maglie",18.30331,40.114825
Cisternino &dash; Banca del Tempo &quote;La clessidra solidale&quote;,,"E-mail: <br>info@laclessidrasolidale.orgIndirizzo: Via Dante 56, 72014 Cisternino",17.4291,40.74071
Barletta &dash; Banca del Tempo &quote;Quelli che….il tempo&quote;,,"Referente: <br>Lidia Rutigliano<br>Telefono: <br>+39 0883 891 967<br>E-mail: <br>info@bancadeltempobarletta.it<br>Sito Internet: <br>www.bancadeltempobarletta.it<br>Indirizzo: <br>Via G. Mameli 5, 76121 Barletta",16.276105,41.317034
Bari &dash; Banca del Tempo &quote;Il Tempo delle Donne&quote;,,"Referente: <br>Antonietta Ragone<br>Telefono: <br>+39 080 556 67 12<br>E-mail: <br>iltempodelledonne@email.it<br>Sito Internet: <br>www.tempodonne.it<br>Indirizzo: <br>Via Fanelli 228/T, c/o Afhass, 70100 Bari",16.883393,41.092764
Bari &dash;  Banca del Tempo Vola in Tempo,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Bari.jpg?resize=150%2C150,,16.874255,41.107077
Verona &dash; Banca del Tempo &quote;La Clessidra&quote;,,"Referente: <br>Susanna Bernardelli<br>E-mail: <br>laclessidra.bdt@gmail.com<br>Sito Internet: <br>www.laclessidrabdt.it<br>Indirizzo: <br>Piazza Roma 8, 37135 Verona",10.99537,45.383001
Maserada sul Piave &dash; Banca del Tempo &quote;La ballata delle ore&quote;,,"Referente: <br>Emanuela Setti<br>Telefono: <br>+39 380 532 92 62<br>E-mail: <br>emanuela.setti@yahoo.it<br>Sito Internet: <br>www.maserada.com/bancatempo<br>Indirizzo: <br>Via Caccianiga 77, c/o palazzo Don Romero, 31052 Maserada sul Piave",12.31929,45.74941
.Coordinamento Banche del Tempo Terme Euganee Padova,,Referente: <br>Giampaolo Bedendo<br>E-mail: <br>gbedendo@alice.it<br>Sito Internet: <br>www.ilmiotempo.it<br>Indirizzo: <br>35141 Padova,11.857706,45.402837
Conegliano &dash; Banca del Tempo Conegliano,,"Referente: <br>Carla Varetto<br>Telefono: <br>+39 320 432 14 55<br>Indirizzo: <br>Via Spellanzon 15, 31015 Conegliano",12.288526,45.879272
Bassano del Grappa &dash; Banca del Tempo Bassano del Grappa,,"Telefono: <br>+39 0424 521 483<br>E-mail: <br>info@bancadeltempobassano.it<br>Sito Internet: <br>www.bancadeltempobassano.it<br>Indirizzo: <br>Via Schiavonetti 8, c/o l&#8217;associazione &#8216;Questa Città&#8217;, 36061 Bassano del Grappa",11.73174,45.76629
Valdagno &dash; Banca del Tempo by Alveare,,"Referente: <br>Bruno Scremin<br>Telefono: <br>+39 044 540 86 01<br>E-mail: <br>bdtal@libero.it<br>Indirizzo: <br>Viale Regina Margherita 42, Cittadella sociale, 36078 Valdagno",11.30189,45.63866
Verona &dash; Banca del Tempo &quote;Per la pace chiusa&quote;,,"Referente: <br>Francesca Borgo<br>Telefono: <br>+39 345 604 08 76<br>E-mail: <br>bancatempopace@gmail.com<br>Indirizzo: <br>Viale A. Palladio 4, 37138 Verona",10.979303,45.430963
Verona &dash; Banca del Tempo Ora X Ora,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Ora-x-Ora-Verona.jpg?resize=150%2C150,"Via Monte Cillario 12, c/o 3° circ, 37124 Verona",10.94811,45.481344
Verona &dash; Banca del Tempo &quote;Tu per Me io per Te&quote;,,"Referente: <br>Elena Sonego<br>Telefono: <br>+39 045 807 85 37<br>E-mail: <br>banca.tempo@comune.verona.it<br>Indirizzo: <br>Largo Pasubio 6 &dash; ­1^ circ, 37121 Verona",10.994963,45.437271
Piovene Rocchette &dash; Banca del Tempo Piovene Rocchette,,"Referente: <br>Roberto Rossi<br>Telefono: <br>+39 044 565 10 56<br>Indirizzo: <br>Via Libertà 8, 36013 Piovene Rocchette",11.431214,45.760767
Montebelluna &dash; Banca del Tempo e dei Saperi,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-BdT-e-dei-Saperi.jpg?resize=150%2C150,,12.045871,45.774195
Colle Umberto &dash; Banca del Tempo &quote;Qua la mano!&quote;,,"Referente: <br>Marco Coletti<br>Telefono: <br>+39 347 278 83 63<br>E-mail: <br>qualamanobdt@virgilio.it<br>Indirizzo: <br>Via G. Garibaldi 6, 31014 Colle Umberto",12.341771,45.943849
Arzignano &dash; Banca del Tempo di Arzignano,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Arzignano.jpg?resize=150%2C150,,11.331808,45.520203
Veneto &dash; .Coordinamento triveneto &quote;Associazione Girotondo 0re&quote;,,Telefono: <br>+39 044 233 08 71<br>E-mail: <br>veneto@Kronoscoordinamento.it<br>Sito Internet: <br>www.girotondodelleore.it<br>Indirizzo: <br>31022 Preganziol,12.235132,45.602722
Termini Imerese &dash; Banca del Tempo Himerense,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Himerense.jpg?resize=150%2C150,,13.696189,37.984023
Siracusa &dash; Banca del Tempo &quote;Tempo solidale&quote;,,,15.287816,37.090632
Patti &dash; Banca del Tempo Ora è Tempo,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Patti.jpg?resize=150%2C150,,14.966482,38.153346
Palermo &dash; Banca del Tempo &quote;Multiculturale&quote;,,"Referente: <br>Maria Muratore<br>E-mail: <br>bdtmulticulturale@sosrazzismosicilia.it<br>Indirizzo: <br>Vicolo Infermeria dei Cappuccini 3, 90134 Palermo",13.35773,38.1129
Palermo &dash; Banca del Tempo AAA Tempo Libero Offresi,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-AAA-Tempo-Libero-Offresi-1.jpg?resize=150%2C150, ,13.36407,38.12011
Palermo &dash; Associazione Anteas Palermo,,"Referente: <br>Sebastiano Maggio<br>E-mail: <br>anteaspalermo@libero.it<br>Indirizzo: <br>Via Villa Heloise 10, 90143 Palermo",13.346354,38.139488
Palermo &dash; Banca del Tempo &quote;Tempo Prezioso&quote;,,"Referente: <br>Enzo Molinelli<br>Telefono:  <br>+39 320 393 49 78<br>E-mail: <br>tempo.prezioso@libero.it<br>Indirizzo: <br>Via Enrico Fermi 8, 90145 Palermo",13.334725,38.126835
Fiumefreddo di Sicilia &dash; Banca del Tempo Meridiana Time,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Meridiana-Time-1.jpg?resize=150%2C150,,15.195887,37.79279
Enna &dash; Banca del Tempo Enna,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Enna-150x150.jpg?resize=150%2C150,,14.275191,37.565555
Cefalù &dash; Banca del Tempo Ama il tuo tempo,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Ama-il-tuo-tempo.jpg?resize=150%2C150,90015 Cefalù,14.017444,38.033705
Catania &dash; Banca del Tempo Il Tempo che vuoi,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Il-Tempo-che-Vuoi-Catania-1.jpg?resize=150%2C150,,15.073631,37.542243
Catania &dash; Banca del Tempo &quote;Clepsidra&quote;,,"Referente: <br>Santa Agata Pasceri<br>Telefono:  <br>+39 095 444 119<br>E-mail: <br>bdtclepsidra@virgilio.it<br>Indirizzo: <br>Via Caronda 223, 95128 Catania",15.084357,37.519029
Caltagirone &dash; Banca del Tempo Caltagirone,,Referente: <br>Angelina Urzì<br>Telefono:  <br>+39 093 354 361<br>E-mail: <br>bdtempo@gmail.com<br>Indirizzo: <br>95041 Caltagirone,14.512607,37.238093
Acireale &dash; Banca del Tempo &quote;Vola&quote;,,Referente: <br>Lina Sciuto<br>Telefono:  <br>+39 095 765 15 69<br>E-mail: <br>rosamediterranea1@alice.it<br>Indirizzo: <br>95024 Acireale,15.166736,37.607802
Alcamo &dash; Banca del Tempo Insieme per la famiglia,,"Referente: <br>Mariella Corvitto<br>E-mail: <br>famiglie@hotmail.it<br>Indirizzo: <br>Via delle Rose 14, 91011 Alcamo",12.949011,37.97655
Alì Terme &dash; Banca del Tempo Insieme è meglio,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Alì-Terme.jpg?resize=150%2C150,su appuntamento</em>,15.418863,37.999302
Termoli &dash; Banca del Tempo Generazioni in&#8230;tempo,,,14.98461,41.993681
Venafro &dash; Banca del Tempo &quote;Il Cerchio blu&quote;,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Il-cerchio-blu.jpg?resize=150%2C150,,14.045586,41.487806
Senigallia &dash; Banca del Tempo Senigallia,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Senigallia.jpg?resize=150%2C150,presso il Centro Sociale Saline,13.226767,43.707657
Recanati &dash; Banca del Tempo &quote;MOICA&quote;,,"Referente: <br>Elisa Cingolani<br>Telefono:  <br>+39 071 757 34 61<br>E-mail: <br>moicamarche@alice.it<br>Sito Internet: <br>www.moica-marche.itIndirizzo:  Via Calcagni 33, 62019 Recanati",13.551757,43.402213
Pesaro &dash; Banca del Tempo Pantano Miralfiore,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Miralfiore-Pesaro.jpg?resize=150%2C150,,12.90588,43.902132
Macerata &dash; Banca del Tempo Macerata,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Macerata.jpg?resize=150%2C150, ,13.472237,43.29154
Ascoli Piceno &dash; Banca del Tempo Ascoli Piceno,,"Referente: <br>Giovanna Martelli<br>Telefono:  <br>+39 073 624 01 29<br>E-mail:<br> giorgimanuela@libero.itIndirizzo:  Via B.Tucci 3, 63100 Ascoli Piceno",13.570448,42.85975
Ancona &dash; Banca del Tempo di Ancona,,"Referente: <br>Stella Negri<br>E-mail:<br> bancadeltempoancona@yahoo.it<br>Sito Internet:<br> bancadeltempoancona.wordpress.comIndirizzo:  Via Pizzecolli 1, 60121 Ancona",13.510973,43.620164
Vado Ligure &dash; Banca del Tempo &quote;La Meridiana&quote;,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Meridiana-Vado-Ligure.jpg?resize=150%2C150,,8.436364,44.268181
Savona &dash; Banca del Tempo di Savona,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Savona.jpg?resize=150%2C150,,8.47488,44.304303
Sanremo &dash; Banca del Tempo di Sanremo,,"Referente: <br>Barbara Dromoska<br>Telefono:  <br>+39 800 628 760Indirizzo:  Corso Garibaldi 1, 18038 Sanremo",9.18651599999998,45.465454
Ortonovo &dash; Banca del Tempo di Luni,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Luni.jpg?resize=150%2C150,,10.020176,44.077651
Chiavari &dash; Banca del Tempo &quote;Chiavarintempo&quote;,,"Telefono:  <br>+39 334 501 87 62<br>E-mail: <br>bancatempochiavari@libero.it<br>Sito Internet: <br>www.chiavarintempo.itIndirizzo:  Piazza Beato Giovanni Paolo II 1, 16043 Chiavari",9.32905,44.343467
Camogli &dash; Banca del Tempo di Camogli,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Camogli.jpg?resize=150%2C150,,9.155956,44.348101
Genova &dash; Associazione &quote;Le Ore d&#8217;Argento&quote; Auser,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Auser-Genova-Banca-del-Tempo_.jpg?resize=150%2C150,,8.923845,44.41637
Tarquinia &dash; Banca del Tempo Il Nazzareno,,"Via Vecchia della Stazione 28a, 01016 Tarquinia",11.729245,42.239764
Rieti &dash; Banca del Tempo Rieti,,"Referente: <br>Desy Benvenuti<br>Telefono:  <br>+39 0746 297 828<br>E-mail: <br>info@informagiovanirieti.it<br>Indirizzo: <br>Piazzale Angelucci 5, 02100 Rieti",12.892062,42.406008
Monterotondo &dash; Banca del Tempo 5 Strade,,"Via Antonio Gramsci 122, 00015 Monterotondo",12.60759,42.053015
Manziana &dash; Banca del Tempo Associazione Trova il Tempo,,"Largo Gioacchino Fara, 00066 Manziana",12.130203,42.130133
Latina &dash; Banca del Tempo Associazione Tempo Amico,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Latina-Tempo-Amico.jpg?resize=150%2C150,"Casa del Volontariato &dash; Via Pier Luigi Nervi, c/o Centro Commerciale Latinafiori &dash; Torre 5 Gigli Scala A &dash; 04100 Latina",12.888313,41.456016
Guidonia Montecelio &dash; Banca del Tempo Guidonia Montecelio,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Guidonia.jpg?resize=150%2C150,"Piazza Matteotti – Torre Municipale 4° piano, 00012 Guidonia Montecelio",12.72562,41.999848
Grottaferrata &dash; Banca del Tempo Grottaferrata,,"Referente: <br>Rita Spinelli<br>Telefono:  <br>+39 06 945 80 71<br>E-mail:<br> bancadeltempo@comune.grottaferrata.roma.it<br>Indirizzo: <br>Via Verdi 12, 00046 Grottaferrata",12.667426,41.788365
Cori &dash; Banca del Tempo di Cori,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Cori.jpg?resize=150%2C150,"Via della Libertà 26, 04010 Cori",12.912822,41.643115
Civitavecchia &dash; Banca del Tempo di Civitavecchia,,"Largo Piccinato 10, 00053 Civitavecchia",11.807133,42.093333
Cassino &dash; Banca del Tempo di Cassino,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Cassino.jpg?resize=150%2C150,"Via Gaetano Di Biasio, 03043 Cassino",13.825586,41.485424
Aprilia &dash; Banca del Tempo Aprilia in Movimento,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Aprilia.jpg?resize=450%2C150,,12.650813,41.58897
Roma – Municipio XV &dash; Banca del Tempo Insieme si può,,,12.481382,42.003267
Roma – Municipio XIV &dash; Banca del Tempo A.Ge. Romana,,,12.415412,41.920118
Roma – Municipio XII &dash; Banca del Tempo Tempo di Scambi,,,12.41008,41.86876
Roma – Municipio XII &dash; Banca del Tempo L&#8217;Anfora,,,12.441525,41.879976
Roma – Municipio XI &dash; Banca del Tempo Corviale Mela Magica,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Corviale-melamagica.jpg?resize=150%2C150,,12.413331,41.850251
Roma – Municipio XI &dash; Banca del Tempo Marconi Auser Lazio,,,12.465556,41.862683
Roma – Municipio X &dash; Banca del Tempo Lo Scariolante,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Lo-Scariolante.jpg?resize=150%2C150,,12.302677,41.760042
Roma – Municipio IX &dash; Banca del Tempo Donne Insieme,,,12.478336,41.818213
Roma – Municipio  VIII &dash; Banca del Tempo Pian due Torri,,,12.487615,41.846724
Roma – Municipio  V – Banca del Tempo Età Libera,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Età-Libera.jpg?resize=150%2C150,,12.577499,41.890594
Roma – Municipio  V &dash; Banca del Tempo  Mamme e non solo,,,12.53469,41.88957
Roma – Municipio  IV &dash; Banca del Tempo Età Libera,https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Età-Libera.jpg?resize=150%2C150,,12.545924,41.914072
Roma – Municipio  III &dash; Banca del Tempo Il Ponte per la solidarietà,,,12.521396,41.957708
Roma – Municipio  II &dash; Banca del Tempo SOS Razzismo,,,12.51935,41.909408
Roma &dash; Municipio I &dash; Banca del Tempo Articolonove,,,12.476601,41.877578
.Coordinamento Banche del Tempo di Roma,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/12/Logo-Coordinamento-Roma.jpg?resize=150%2C150,"Via Giovanni Comisso 23, 00144 Roma",12.478336,41.818213
Buja &dash; Banca del Tempo Ore d&#8217;Oro,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Ore-dOro-Buja.jpg?resize=150%2C150,,13.125494,46.207534
Fiume Veneto &dash; Banca del Tempo La Meridiana,"https://i2.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-La-Meridiana-Friuli.jpg?resize=150%2C150"" alt=""Logo La Meridiana-Friuli",,12.700259,45.912299
Sistiana &dash; Banca del Tempo Pollicino,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Pollicino.jpg?resize=450%2C150,,13.64075,45.765554
Anzola dell&#8217;Emilia &dash; Banca del Tempo Anzola dell&#8217;Emilia,,,11.19218,44.54738
Coriano &dash; Banca del Tempo Coriano,,servizisociali@comune.coriano.rn.it,12.603362,43.963891
Carpi &dash; Banca del Tempo Carpi,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Carpi.jpg?resize=150%2C150,"Via De Amicis 59, 41012 Carpi",10.885768,44.787027
Udine &dash; Banca del Tempo Progetto Tempo,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Progetto-Tempo-Udine.jpg?resize=150%2C150,"Palazzo sede della 4° Circoscrizione, all’ultima entrata prima della piscina al primo piano, salendo dalle scale a destra",13.249126,46.054918
Emilia Romagna &dash; Banca del Tempo Forlì,,Telefono:  +39 331 12 64 584E-mail: bancadeltempoforli@gmail.comIndirizzo: Viale Bolognesi 23 (ingresso Via Serra 2) 47121 Forlì,12.047534,44.21737
Imola &dash; Banca del Tempo e Scambio,https://i0.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Imola.jpg?resize=150%2C150,"Piazza Antonio Gramsci 21, c/o Casa del Volontariato, 40026 Imola",11.712936,44.353215
Bologna &dash; Banca del Tempo Momo,,"Referente: <br>Salvatore Panu<br>Telefono:  <br>+39 0519 91 46 02<br>E-mail: <br>momobdt@libero.it<br>Sito internet: <br>www.bancadeltempo.biz<br>Indirizzo: <br>Via L. Serra 2/g, 40100 Bologna",11.34571,44.508472
Modena &dash; Banca del Tempo Modena,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Modena.jpg?resize=150%2C150,,10.940665,44.645421
Quattro Castella &dash; Banca del Tempo di Quattro Castella,https://i1.wp.com/www.associazionenazionalebdt.it/wp-content/uploads/2015/11/Logo-Quattro-Castella.jpg?resize=150%2C150,"Via F.lli Cervi 4, c/o casa del Volontariato (ex scuole elementari), 42020 Montecavolo di Quattro Castella",10.534515,44.632451
Emilia Romagna &dash; Banca del Tempo For-Te,,"Referente: Simone NizziTelefono:  +39 328 738 93 76E-mail: bdtforte@gmail.comIndirizzo: Via Edison 36, 41043 Formigine",10.825674,44.581854
Emilia Romagna &dash; Banca del Tempo La Clessidra,,"Referente: Teresa MalagutiTelefono:  +39 0535 913 47E-mail: laclessidrafinale@libero.itIndirizzo: Via Cappuccini 20/A, 41034 Finale Emilia",11.290961,44.829996
Bibbiano &dash; Banca del Tempo di Bibbiano,,,10.455809,44.650179
Santarcangelo di Romagna &dash; Banca del Tempo Santarcangelo di Romagna,,"Referente: <br>Vittorio Silenzi<br>Telefono:  <br>+39 0541 62 43 05<br>E-mail: <br>segreteria@bdt-san.org<br>Indirizzo:  <br>Via G. da Serravalle 8/b, 47822 Santarcangelo di Romagna",12.448249,44.062143
Rimini &dash; Banca del Tempo Marecchia,,"Via Bruno Toni 12/14, c/o la Casa dell&#8217;intercultura, 47922 Rimini",12.554352,44.060193
"Napoli &dash; Banca del Tempo &quote;Tutti per uno, ognuno per gli altri&quote;",,,14.326827,40.858121
Catanzaro &dash; Banca del Tempo Over 65,,,16.592206,38.902451
Matera &dash; Banca del Tempo AIDE &quote;E&#8217; Tempo di Tempo&quote;,,,16.593246,40.676851
L’Aquila &dash; Associazione VALE,,,13.350809,42.357119
